Frequency_Hz	Magnitude_Ohms	Phase_Degrees
2818.777	0.8401515	-3.733672
2819.572	0.8386367	-3.735472
2820.368	0.8419078	-3.73481
2821.164	0.8370923	-3.742986
2821.959	0.8284816	-3.743791
2822.755	0.8231331	-3.745002
2823.551	0.8181496	-3.74907
2824.346	0.8188587	-3.747346
2825.142	0.8139711	-3.747711
2825.938	0.8077981	-3.750195
2826.733	0.8062848	-3.751914
2827.529	0.8006539	-3.753571
2828.324	0.7913859	-3.750417
2829.12	0.7876797	-3.744762
2829.916	0.781873	-3.742309
2830.711	0.7816079	-3.739101
2831.507	0.7855791	-3.739113
2832.303	0.7782988	-3.743467
2833.098	0.7732715	-3.740018
2833.894	0.7711345	-3.736536
2834.69	0.767094	-3.736419
2835.485	0.7625761	-3.728977
2836.281	0.7636418	-3.722033
2837.077	0.7621859	-3.728296
2837.872	0.7616731	-3.727305
2838.668	0.7607422	-3.725086
2839.463	0.7555292	-3.724383
2840.259	0.7518118	-3.720616
2841.055	0.747842	-3.713132
2841.85	0.7515917	-3.713333
2842.646	0.752059	-3.716787
2843.442	0.7498998	-3.714034
2844.237	0.7496498	-3.715552
2845.033	0.747198	-3.715456
2845.829	0.7383941	-3.708645
2846.624	0.7389066	-3.706164
2847.42	0.7394865	-3.706369
2848.216	0.7399119	-3.703456
2849.011	0.7444211	-3.704693
2849.807	0.7428537	-3.707351
2850.603	0.7379773	-3.708052
2851.398	0.7365731	-3.70612
2852.194	0.73529	-3.70267
2852.989	0.7330197	-3.699926
2853.785	0.7435176	-3.702525
2854.581	0.7412079	-3.710174
2855.376	0.7340535	-3.713318
2856.172	0.7285856	-3.71296
2856.968	0.7253417	-3.707449
2857.763	0.718252	-3.711149
2858.559	0.7204193	-3.712724
2859.355	0.7254226	-3.708486
2860.15	0.7187354	-3.710064
2860.946	0.7159432	-3.714526
2861.742	0.7156389	-3.714686
2862.537	0.710671	-3.717177
2863.333	0.7048731	-3.719974
2864.129	0.7001136	-3.71622
2864.924	0.6913391	-3.713953
2865.72	0.6883613	-3.715499
2866.515	0.6871005	-3.712847
2867.311	0.6805038	-3.717326
2868.107	0.6685499	-3.720479
2868.902	0.6638549	-3.707627
2869.698	0.6607065	-3.705712
2870.494	0.6595165	-3.70276
2871.289	0.6567869	-3.699197
2872.085	0.6493485	-3.701638
2872.881	0.6445251	-3.697964
2873.676	0.6427026	-3.69226
2874.472	0.6397613	-3.690785
2875.268	0.6371979	-3.683836
2876.063	0.6353887	-3.679594
2876.859	0.6305407	-3.681702
2877.655	0.6288603	-3.674591
2878.45	0.6255045	-3.67095
2879.246	0.6220993	-3.672296
2880.041	0.6222726	-3.668508
2880.837	0.6153132	-3.664345
2881.633	0.6109942	-3.664188
2882.428	0.6077185	-3.660745
2883.224	0.6015764	-3.655951
2884.02	0.6028742	-3.651087
2884.815	0.6011382	-3.646632
2885.611	0.5950723	-3.644498
2886.407	0.5974647	-3.642735
2887.202	0.5910209	-3.638634
2887.998	0.5805131	-3.631684
2888.794	0.5831541	-3.627543
2889.589	0.5812876	-3.619635
2890.385	0.5727044	-3.61523
2891.181	0.5765171	-3.611059
2891.976	0.5796623	-3.602336
2892.772	0.5701129	-3.59971
2893.567	0.568406	-3.59565
2894.363	0.5698545	-3.586453
2895.159	0.5645755	-3.57754
2895.954	0.5664314	-3.569155
2896.75	0.576185	-3.565149
2897.546	0.5742398	-3.565538
2898.341	0.5699572	-3.560151
2899.137	0.5737981	-3.554401
2899.933	0.5717757	-3.551173
2900.728	0.5680774	-3.541012
2901.524	0.5771456	-3.531305
2902.32	0.5839455	-3.532429
2903.115	0.5793296	-3.528655
2903.911	0.5789046	-3.521392
2904.707	0.5847032	-3.519478
2905.502	0.58669	-3.515616
2906.298	0.5867161	-3.510058
2907.093	0.593323	-3.504249
2907.889	0.5972511	-3.497843
2908.685	0.5967817	-3.496235
2909.48	0.6028136	-3.496276
2910.276	0.6118192	-3.490477
2911.072	0.6093538	-3.489491
2911.867	0.6102958	-3.493204
2912.663	0.6229979	-3.484779
2913.459	0.622702	-3.485485
2914.254	0.6177915	-3.488764
2915.05	0.6281314	-3.477013
2915.846	0.6364117	-3.480262
2916.641	0.6275126	-3.487631
2917.437	0.6309616	-3.478023
2918.232	0.6441971	-3.477268
2919.028	0.6411396	-3.484341
2919.824	0.6417829	-3.479639
2920.619	0.6480704	-3.477977
2921.415	0.648063	-3.484038
2922.211	0.6468923	-3.478996
2923.006	0.6561214	-3.476538
2923.802	0.6630376	-3.482817
2924.598	0.6567232	-3.482973
2925.393	0.6605493	-3.484102
2926.189	0.6682856	-3.488917
2926.985	0.6577012	-3.489468
2927.78	0.6573401	-3.487461
2928.576	0.6734788	-3.489324
2929.372	0.6740308	-3.493545
2930.167	0.6681886	-3.498304
2930.963	0.67329	-3.498311
2931.758	0.67396	-3.500043
2932.554	0.6687839	-3.507953
2933.35	0.6694952	-3.506355
2934.145	0.6715022	-3.505382
2934.941	0.6676197	-3.516312
2935.737	0.6650705	-3.513369
2936.532	0.6705288	-3.508752
2937.328	0.6684948	-3.522827
2938.124	0.6598321	-3.524979
2938.919	0.6613326	-3.520158
2939.715	0.6594297	-3.532535
2940.511	0.651381	-3.535245
2941.306	0.6482129	-3.528714
2942.102	0.6483557	-3.53439
2942.898	0.6445547	-3.541068
2943.693	0.6373416	-3.540609
2944.489	0.6348541	-3.539809
2945.284	0.6290825	-3.540555
2946.08	0.6171323	-3.542162
2946.876	0.6150595	-3.537424
2947.671	0.6148609	-3.535147
2948.467	0.6089912	-3.540934
2949.263	0.6046524	-3.534826
2950.058	0.6032863	-3.523314
2950.854	0.6030932	-3.52981
2951.65	0.5974808	-3.534787
2952.445	0.5897752	-3.521294
2953.241	0.5896264	-3.518382
2954.037	0.5904219	-3.526138
2954.832	0.5793035	-3.517061
2955.628	0.5761594	-3.506927
2956.424	0.5798618	-3.510056
2957.219	0.5699015	-3.507927
2958.015	0.5703164	-3.497554
2958.81	0.5749843	-3.502004
2959.606	0.5617224	-3.502432
2960.402	0.5566389	-3.488438
2961.197	0.5682919	-3.484781
2961.993	0.5628466	-3.48562
2962.789	0.5539039	-3.476071
2963.584	0.5577804	-3.468991
2964.38	0.5582371	-3.473
2965.176	0.5542656	-3.468675
2965.971	0.5511381	-3.461827
2966.767	0.552818	-3.457523
2967.563	0.5540218	-3.451272
2968.358	0.551985	-3.446052
2969.154	0.5509933	-3.441834
2969.95	0.5566914	-3.440841
2970.745	0.5530534	-3.436083
2971.541	0.552098	-3.427648
2972.336	0.5639351	-3.426906
2973.132	0.5578729	-3.427636
2973.928	0.5507984	-3.421932
2974.723	0.5630061	-3.414865
2975.519	0.5703205	-3.415138
2976.315	0.5630094	-3.416758
2977.11	0.5612234	-3.409272
2977.906	0.573716	-3.405251
2978.702	0.5769375	-3.409803
2979.497	0.57335	-3.402679
2980.293	0.5786387	-3.398384
2981.089	0.5819443	-3.403911
2981.884	0.5789711	-3.399607
2982.68	0.5831933	-3.392441
2983.476	0.5889141	-3.399291
2984.271	0.591314	-3.399039
2985.067	0.5923858	-3.390976
2985.862	0.5979041	-3.393148
2986.658	0.6002986	-3.395421
2987.454	0.5970048	-3.395226
2988.249	0.6021377	-3.397294
2989.045	0.6072445	-3.395562
2989.841	0.6020113	-3.396584
2990.636	0.6014034	-3.398738
2991.432	0.6080361	-3.393993
2992.228	0.6079705	-3.394625
2993.023	0.6089991	-3.398123
2993.819	0.6112844	-3.396223
2994.615	0.6113452	-3.398518
2995.41	0.6151959	-3.403859
2996.206	0.61583	-3.397339
2997.002	0.613981	-3.397513
2997.797	0.6174647	-3.403705
2998.593	0.6167547	-3.400903
2999.388	0.6152564	-3.40015
